"idtwitter","subj","pos","neg","iro","top","TEXT"
"191080279434215424","0","0","0","0","0","Tweet Not Available"
"191959048617340931","1","0","1","0","1","“#Alfano #Casini #Bersani se ci consegnate a #Vendola #DiPietro #Grillo facendo diventare l'Italia un casino totale da far ridere il mondo(1)”"
"192384134134509569","1","0","1","0","1","Tweet Not Available"
"143370912224395265","1","0","1","1","1","“Se non altro adesso ce lo mettono in culo in maniera molto più elegante. #governo #Monti”"
"192530218488041472","1","1","0","0","0","“Mangiare poco per invecchiare bene e vivere di più http://t.co/Rmno7Zhr”"
"154871508341227520","1","0","1","1","1","“Anche Mario #Monti è fotogenico. Solo io vengo una merda sulle foto?”"
"137971839652724737","1","0","1","0","1","“Tecniche di colpo di Stato. Beppe Grillo sul Governo #Monti. Mi pare uno zinzinino esagerato http://t.co/dQDuyhuk”"
"190562193757057024","1","1","1","0","1","Tweet Not Available"
"192944089187090432","1","1","1","0","1","“@TeresaGambarde2 Era un paradosso. Ma #Grillo ha calato le reti. E lo schifo fatto dalla #Lega e dai troppi #Lusi lo aiuterà a riempirle”"
"195555047399104512","1","1","0","0","0","“@cantfixaheart no niente, peró sto aspettando con ansia che finisca l'anno scolastico e poi mi iscrivo a scuola guida ;)”"
"160313147977248769","1","0","1","0","1","Tweet Not Available"
"138262536834387968","1","1","0","0","1","Tweet Not Available"
"134640857600110592","0","0","0","0","1","Tweet Not Available"
"391883595574689792","1","0","1","0","0","Tweet Not Available"
"193063700196896768","1","1","1","0","1","“#Grillo vola nei sondaggi e fa paura a tutti i politici ,che come mausolei hanno paura di essere cagati in testa.”"
"143620027759853569","1","0","0","0","1","Tweet Not Available"
"393492369569349632","1","1","0","0","0","“@ManfredAustria Ciao Manfred, grazie, sei gentilissimo :))”"
"150213688983429123","1","0","1","0","1","Tweet Not Available"
"143401633882177536","1","0","1","0","1","Tweet Not Available"
"146958379208802305","1","1","1","0","1","Tweet Not Available"
"141512353937244161","0","0","0","0","1","“14:40 Mario Monti ha camminato con le sue gambe, si è rimesso a posto gli occhiali leggermente e poi ha continuato a camminare.”"
"193697929662431233","1","0","1","0","0","“sssh! state tutti zitti. compreso me. CHI FA QUESTO RUMORE? oh, di nuovo io.""”"
"391842324218937344","1","0","1","0","0","“Dovremmo solo accettare ke qnd qualcuno nn si fa sentire, è xké nn vuole...e dovremmo lasciar perdere...”"
"191899044526829569","1","0","1","0","1","Tweet Not Available"
"135452017232592896","1","1","0","1","1","“Letta:sicuramente non farò parte del governo Monti"". e siamo un passo avanti. #finecorsa”"
"195996206646824961","1","1","1","0","1","“#ultimaparola tutto giusto ed e' bello dirselo. Ma se continuiamo con i populismi esagerati poi di #Grillo ne avremo sempre di più.”"
"145953251232190464","1","1","0","0","1","“#Schifani e #Fini: sì al taglio degli #stipendi per i #parlamentari, ma non decide il Governo #Monti http://t.co/EplgseBK via @sole24ore”"
"164627912350380032","1","1","1","0","1","““L’impeccabile Napolitano dando il via libera al governo Monti è come se avesse distribuito una sorta di certificato di rottamazione.”"
"145120816701505537","1","0","1","0","1","“Elementare, Monti!: Diciamocela tutta: la manovra del professor Monti è un'enorme rastrellamento di liquidità. O... http://t.co/Q2vHcvSy”"
"160275856936284161","0","0","0","0","1","“L'interrogazione UE contro Mario Monti sul Bilderberg e sulla Trilaterale http://t.co/db0ZPQKw @byoblu”"
"190767652266983424","1","0","1","0","0","Tweet Not Available"
"187273692601004032","0","0","0","0","0","“@ilaria_damico a Milano c'erano 2 rigori per il Barcellona !!!!”"
"193954198038134785","1","1","0","0","1","Tweet Not Available"
"134569649328234496","0","0","0","0","1","“Secondo alcuni analisti finanziari, questi i riflessi sullo spread: Governo Monti -200, Unità Nazionale -150, Governo Berlusconi +50.”"
"136872046016741376","1","1","0","0","1","“il #governo #Monti mi piace, finalmente composto da personaggi di spessore! Speriamo che li facciano lavorare”"
"190354251669708801","1","0","1","0","1","“#Grillo avverte: Dopo la #Lega colpiranno noi e l'#Idv di Di Pietro"" - Mi sembra molto uno che mette le mani avanti!!!”"
"136942898464829441","1","1","0","1","1","““@fabiochiusi: La prima impressione sul governo Monti? Finalmente studiare paga.””"
"147984738555142144","1","1","1","0","1","“Il governo #Monti è quello che è,#Passera ha un conflitto di interessi spropositato, ma posso dire che Riccardi è una persona per bene?”"
"146524072312979456","1","0","1","0","1","“Il governo #Monti comincia a puzzare. Quanno votamo? http://t.co/rckJPXaD”"
"148425862990139392","1","0","1","0","1","Tweet Not Available"
"393259529632493568","0","0","0","0","0","“@PamelaPrati come posso contattarti per un autografo? ?”"
"165250258455117825","1","0","1","0","1","“Mario Monti: &quot;Posto fisso per tutta la vita? Che monotonia&quot; [VIDEO] - AgoraVox Ita http://t.co/TkRHED0u”"
"136846660654477313","0","0","0","0","1","“Ma la Lega non voleva arrivare a fine legislatura per approvare i decreti attuativi sul Federalismo? Toccherà al Governo #Monti.”"
"193388242215780353","1","0","1","1","1","Tweet Not Available"
"193164243665821697","0","0","0","0","1","“TT ITALIA 04:28 1.#cinemaInChiesa 2.#serviziopubblico 3.#Grillo 4.Trota 5.Levon Helm 6.Damon and Elena 7.Prince Of Persia 8.Lega”"
"133824118142406656","0","0","0","0","1","“Editoriale di Mario #Monti http://t.co/GdFDH3MQ #finanza”"
"134539671345709056","0","0","0","0","1","“Berlusconi: Mario Monti scelta ineludibile http://t.co/RizvBIIu”"
"192998217108041728","1","1","1","0","1","“@PiazzapulitaLA7 #Grillo perché non può dire la sua dopo 40 anni di ladri e poltrone incollate al culo? I nonqualunquisti"" han fatto peggio”"
"143554702070648832","1","0","1","0","1","“Ma dov'e la patrimoniale e la lotta all'evasione fiscale nella manovra del governo Monti?”"
"393399018585604096","1","0","1","1","0","“esiste sicuramente un universo parallelo in cui 1solo caffè é sufficiente a tenermi sveglia di pomeriggio.”"
"192544743702532096","1","0","1","0","1","“@jigen68 a me piacciono i fatti e non le parole.. #Grillo come tutti i politici parole tante.. fatti zero.. ognuno la pensa come vuole no?”"
"137263890710007808","1","1","0","0","1","“Il Governo #Monti e' una spinta alla serietà e allo sviluppo del nostro Paese. E' un #armistizio, i partiti sotterrino le asce di guerra.”"
"193082281399812096","1","1","0","0","1","“#Grillo in TT. I sondaggi proiettano il #M5S terza forza politica in Italia. La faccia da #fail dei partiti non ha prezzo. #PiazzaPulita”"
"195592604937760768","1","0","1","1","1","Tweet Not Available"
"393338375664439296","1","0","1","0","0","“@_cassje_ solo pane e acqua per Zeta no ti prego, non voglio averlo sulla coscienza magro per com'è già adesso!”"
"143728504339566594","1","0","1","0","1","“Latini: 'La manovra del governo Monti non è sostenibile per gli italiani': La manovra Monti è sostenibile per l’... http://t.co/lTtvQKzU”"
"144382838094041090","0","0","0","0","1","“Nonostante la #benzina il governo Monti piace più della scorsa settimana http://t.co/oVihZWwP”"
"193346947397074945","0","0","0","0","1","“Vogliono farci la morale. LORO a NOI #m5s #Sallusti: ‘#Grillo insulta #Ferrara? #Stronzo’ – Il Fatto Quotidiano TV http://t.co/44twj8fZ”"
"134706538140008448","1","1","1","0","1","“Sacconi su governo Monti: addio a valori fondamentali come vita e famiglia"" http://t.co/CnL50kqZ ...ma perché?!? perché?!?”"
"393253623947620352","1","0","1","0","0","“'perché se siete italiane scrivete in inglese' ma scusa, il profilo è il mio, se pure volessi scrivere in aramaico antico non so cazzi tuoi.”"
"391891427527245825","0","0","0","0","0","“10 doppi sensi che non ti aspetti http://t.co/bjnKTHPU04”"
"194134583757905920","1","1","0","0","0","“RT @Juvenistina: ♩♪♬ Juveeee,, storia di un grande amore. Bianco che abbraccia il nero. Coro che si alza ... http://t.co/LjsnLy6p”"
"393338374872117248","1","1","0","0","0","“@AmorosoOF manca poco, nn vedo l'ora di rivederti ❤️❤️❤️”"
"193030474849980416","1","1","0","0","1","“Sta sera #Grillo a #Serviziopubblico. Il titolo mi intriga: Spazzare via tutti"".”"
"164687643089715200","1","1","0","0","1","“Cresce la fiducia per il Governo Monti e per il Terzo Polo : Generazione Italia http://t.co/hs4qU5To”"
"186783588279259136","1","1","0","0","0","“@Merda__Man oh yeah!!!!! #beimomenti anche quelli......”"
"193058789707096064","0","0","0","0","1","“#Grillo è appena entrato nei TT Italia in posizione 2”"
"391867324636336128","1","0","1","1","0","Tweet Not Available"
"138664267141492736","0","0","0","0","1","“Casa e IVA nel mirino del Governo Monti per ridurre il debito: Le misure saranno illustrate domani al vertice eu... http://t.co/1Qs5E5dk”"
"135066614960881665","1","0","1","1","1","“Mario Monti dia un segnale all'Italia e al mondo: non siamo un paese per vecchi - Lettera43 http://t.co/wfcmt0c4”"
"165051213174407170","1","0","1","1","1","“Marcel Proust vs Mario Monti:La noia è uno dei mali meno gravi che abbiamo da sopportare.”"
"396740363865436160","1","0","0","0","0","“ti ho fatto l'occhiata! dopo quattro anni non riconosci l'occhiata! #CastleRaiDue”"
"391997181151834112","1","0","1","0","0","“scusa. :(”"
"145480719379075074","0","0","0","0","1","“Il governo Monti e la manovra salva Italia http://t.co/Q9eyL8AS”"
"146519691999973376","1","0","1","1","1","“PD e PDL bloccano le (poche) #liberalizzazioni previste dalla manovra. Ecco il fondamentale contributo della politica al governo #Monti”"
"189292115543601152","0","0","0","0","0","“@angeloargento e oggi e' anche il compleanno di #Baudelaire”"
"148718399885819904","1","0","1","0","1","“IL GOVERNO MONTI ......IMPOSTO DA NAPOLITANO.....NON DAL POPOLO .....INCREDIBILE !!!!!! http://t.co/IGyCVnDT”"
"136343462609035264","0","0","0","0","1","“EGREGIO SENATORE MARIO MONTI http://t.co/zpgqvDbS #oramonti”"
"163545190227902464","0","0","0","0","1","“Ferrero a Napoli: “Bisogna opporsi al neo liberismo del governo Monti”: #governo #liberismo #mario monti NAPOLI ... http://t.co/jy99EAvV”"
"144776948860731392","0","0","0","0","1","“Mario Monti come Silvio Berlusconi http://t.co/EshTJ00q”"
"160275890146770944","0","0","0","0","1","“Il governo #Monti vorrebbe pagare i debiti della pubblica amministrazione con titoli di stato, ecco la reazione: http://t.co/fnOA7pcG”"
"393366574289018880","1","1","0","0","0","“ Sono parte del mio cuore, mi hanno insegnato ad essere me stessa e a credere nei sogni. "" #Best tweet”"
"190736559052562432","0","0","0","0","0","Tweet Not Available"
"193077543497236480","1","0","1","0","1","“@Serv_Pubblico M5s è si una casta, #Grillo è uguale a Bossi, anche lui era contro tutto e tutti e sappiamo come è finita.”"
"165463281216139264","1","0","1","1","1","“governo #Monti: sacrifici per i giovani. Ma non ha specificato l'età di questi giovani. Temo parli dei neonati.”"
"393302805127380992","1","0","1","0","0","Tweet Not Available"
"189639860049551360","0","0","0","0","0","Tweet Not Available"
"192222167876907011","1","1","1","0","1","Tweet Not Available"
"391954287280283648","0","0","0","0","0","“Domani se vuoi anche tu puoi avere il rosso porpora siamo aperti dalle 9.00_alle. 13_00 http://t.co/fM9qzeQysV”"
"193205430204366848","1","0","1","0","1","“Patetico #Grillo che difende la #Lega per prendersene gli elettori. Grillo non è la cura, è anche lui parte della malattia”"
"393172917585846272","0","0","0","0","0","Tweet Not Available"
"191510935331012609","1","0","1","0","0","Tweet Not Available"
"136967752316502016","0","0","0","0","1","“cerco Mario #Monti su twitter STOP trovo @palazzochigi STOP usato anche da #Berlusconi STOP On #Monti il suo account? (personale/ufficiale)?”"
"154139087392083968","1","0","1","1","1","“La profezia dei #maya non e' che era Mario Monti??!”"
"186391018315329538","1","1","0","0","0","Tweet Not Available"
"396633045207629824","1","1","0","0","0","Tweet Not Available"
"137189302017851392","1","1","1","0","1","“capisco che sperate nel governo monti, però non fate finta di non vederne contraddizioni e pericolosità”"
"193372470265380864","0","0","0","0","1","“Grillo: la crisi dei partiti e il mito della democrazia diretta http://t.co/BJ7NuXF8 via @sharethis #Grillo #partiti #democrazia #5stelle”"
"137145477014634497","1","1","0","0","1","Tweet Not Available"
"134347732520415232","1","0","1","1","1","Tweet Not Available"
"195542995452428292","0","0","0","0","1","“Guai confondere #Grillo col Movimento 5 stelle – Il Fatto Quotidiano http://t.co/YBJrHs1d via @fattoquotidiano #m5s #m5sTour”"
"137125513457180672","0","0","0","0","1","“Governo Monti, stasera la fiducia in Senato Berlusconi: “Ora intercettazioni e giustizia” http://t.co/bQuIMY90”"
"393294224923566080","1","1","0","0","0","“@mariabasile2 buongioorno mariiii :-* :-* mi mancate :)”"
"188040801580879872","0","0","0","0","0","“@NosapaiD la S'ignora #Marrone ha il suo bel da fare tra le mazzette di Euro,le ampolline per l'acqua del DyoPó,pulire la lettiera di casa”"
"193325940930125825","1","0","1","1","1","“Se mi piace il calcio come a tutti gli italiani sono uno stupido pecorone. Mentre se mi piace #Grillo come a tutti voi sono figo. Giusto?”"
"195890979432185858","1","0","1","0","1","“Movimento di #Grillo sottovalutato fino ad ieri da tutti gli addetti ai lavori, il pressapochismo di giornalisti e politici e' imbarazzante”"
"193062946623062016","1","1","0","0","1","“@EmilyBasile Ilvo Diamanti sta giustamente dicendo che riavvicina la gente alla politica,della quale #Grillo entrerà a far parte con 1 part.”"
"136874048226467841","1","1","0","0","1","“Nessun giudizio precipitoso sul #governo #monti ma la semplice annotazione che il Vaticano sarà contento di questi #ministri”"
"149619630917423104","1","0","1","0","1","Tweet Not Available"
"193981986329731072","1","1","0","0","0","Tweet Not Available"
"191521202987208704","1","1","1","0","0","Tweet Not Available"
"391937969923559424","1","1","1","0","0","“Incredibile a firenze! Se mio padre fosse stato in casa sarebbe morto d infarto! #FiorentinaJuve #SkySerieA”"
"134931995162714112","1","1","0","0","1","“@Elena2020 beh se arriva Mario #Monti ci sara' un interlocutore importante in più”"
"196005165868912640","1","1","0","0","0","“@McMatt98 come ti capisco! Io vorrei rivederlo e abbracciarlo fortissimo! Dirgli quanto gli voglio bene”"
"137140889054228480","1","0","1","0","1","“#Studenti in #corteo a #Pisa contro la crisi. Slogan contro il governo Monti http://t.co/1NVRC7dD”"
"133547585985191937","1","0","1","0","1","“Governo tecnico? Attentato alla Costituzione!: Un governo tecnico, magari presieduto da Mario Monti? Sarebbe un ... http://t.co/8FaTx7TN”"
"155225650788179968","0","0","0","0","1","“Montincul(tura): Contrasto mette in versi un immaginario monologo che Mario Monti rivolge a se stesso, interrog... http://t.co/dVi5qdFO”"
"165072671627943936","1","0","1","1","1","“Il posto fisso è monotono"" disse tutto ad un tratto il senatore A VITA Mario Monti.”"
"393307861503451136","1","0","1","0","0","“sto di merda in tutti i sensi”"
"188970358932643841","1","0","1","1","0","“@ClaudioCorti71 E noi a Milano con un vento che porta via... vedo che lavori molto!!! XD”"
"144086255817330688","1","0","1","1","1","“Avviso ai naviganti del Pdl e del Pd: il governo Monti è la loro zattera. Sono naufraghi è bene che se lo ricordino.”"
"137205657773420544","0","0","0","0","1","“#governo #monti #ministri nell'archivio di Radio Radicale: #Enzo #Moavero #Ministro #Affari #Europei http://t.co/JulCPbjv”"
"137088013007200256","0","0","0","0","1","“Il governo Monti subito al lavoro, tra i ministri nessun politico. Oggi la fiducia al Senato.. http://t.co/wEPEUCDl”"
"395646417798045696","1","1","0","0","0","“#ThankYouOneDirectionForTheAmazingTour sapere di aver partecipato, oddio, io non riesco ancora a crederci.”"
"192677700152995841","1","0","1","0","1","“@Luca_Preziosi Io #Grillo non lo voterei mai, il problema è che lui è un comico e sembra il più serio di tutti.. E' clamoroso”"
"144164264402362370","1","0","1","1","1","“Magari me sbaglio, ma se la Cgil dice che questa manovra 'uccide i pensionati', il mio parere è che Mario Monti lo stia facendo benissimo <3”"
"134675356555808769","1","0","1","0","1","“Sindacati - http://t.co/MgsqJzGV - Melchionna, Cisl: Si al Governo Monti Ricorso alle urne, una catastrofe http://t.co/LzX4WRaB”"
"160671934688935936","1","1","0","0","1","“Costa Concordia: il saggio silenzio del governo Monti - Internet e Politica http://t.co/Ghu3FaVT via @blogosfere”"
"136143489149829120","1","1","1","0","1","“Dati negativi da Confindustria che spera nel nuovo governo Monti. Castiglione: “Avanti con le riforme” http://t.co/kIKnbFY7”"
"163936734420287488","0","0","0","0","1","“Il premier Mario #Monti sara' domani sera a Parigi per ricevere il premio 'Europeo dell'anno'. Prima di lui Trichet, Sarkozy e Merkel”"
"192943790665904128","1","0","1","0","1","“#Renzi «#Grillo come Savonarola?Ne ha di strada da fare» http://t.co/ch6X2WcD Intanto lui l'è bugiardino storico"" però :)...”"
"160392296129507328","1","0","0","0","1","“@pdnetwork @PaoloGentiloni se saranno confermate le indiscrezioni, accetterete le timidissime #liberalizzazioni del #governo #monti ?”"
"196191137692786688","1","0","1","0","1","“Anche #Grillo nel partito #antieuro. Vecchia campagna reazionaria, resta tale anche con la crisi”"
"164353669322653696","1","0","1","0","1","Tweet Not Available"
"134919266255380480","1","0","1","0","1","“unica soluzione governo #Monti. I politici da parte e mi dispiace ma Di Pietro sta sbagliando tutto. #noalvoto”"
"143253406042173440","1","0","1","1","1","“@Francesca75a il governo Monti è come una bella lavanderia a secco per i partiti che hanno governato, male, negli ultimi tre anni.”"
"135771213929779200","1","0","1","0","1","“Controlla questo video -- ITALIANI NON ESULTATE : MARIO MONTI E' L'ENNESIMO BURATTINO ! http://t.co/Td6WjYhm via @youtube”"
"191950567000653825","1","0","1","0","1","“@chedisagio triste che il nostro Paese si aggrappi ai comici. Ancora più triste che la sinistra italiana li tema #Grillo #Pd #news #politica”"
"146332506860425216","1","1","1","0","1","“@mariop89 certo, ma ha comunque ragione D’Alema. O il governo Monti o Berlusconi (fino all’ipotetica sfiducia)”"
"393138129806565376","1","1","0","0","0","“@Valles_Core tonto❤”"
"141149152733175808","1","1","0","0","1","“Governo: Monti vincerà la sfida puntando su equità e giovani http://t.co/GhdHHG5w”"
"146959596169334784","1","0","1","1","1","“Ma chi ha dato la patente a Mario Monti? Tutto questo tempo per fare una manovra!”"
"195048989807230976","1","0","1","0","1","Tweet Not Available"
"143446342591717376","0","0","0","0","1","Tweet Not Available"
"143620015810293760","1","1","0","0","1","“Applausi a #La7 per aver trasmesso integralmente no stop l'intera conferenza stampa del governo #Monti.”"
"186384384646070272","1","1","0","0","0","Tweet Not Available"
"393423009450840064","1","1","0","0","0","“Siamo stati ammessi nell'Italian Film Commission. Siamo onorati e felici per questo nuovo risultato. Ogni giorno un passo per il cinema”"
"395444320440188928","1","0","1","0","0","“Il problema delle #donne italiane è il #lavoro. Lo dice uno studio a livello mondiale! #gendergapreport http://t.co/WRLGoTQLR3”"
"195886112437313538","1","1","0","0","1","“@italicmrwolf #Grillo fa bene a porre questione. Euro vantaggio assoluto solo per tedeschi. Ridiscutere i trattati unica soluzione”"
"135399667813974017","0","0","0","0","1","“Un folignate nel Governo #Monti? #MoscaMoschini #Foligno”"
"137205171397722113","0","0","0","0","1","“Mario Monti: il programma di Governo http://t.co/X6DkxBJT”"
"396667629873553409","1","0","1","0","0","Tweet Not Available"
"195816763227783169","1","1","0","0","1","“@M5STARANTO #M5Stour #Grillo e dovete continuare così!, siete gli unici a dar voce alla gente comune ed ai cittadini!”"
"137558173228871680","1","1","0","0","1","“La vittoria di #casini con il #governo #monti. http://t.co/ww7nq3Z8”"
"134678528909258752","1","0","1","0","1","“Gli inquietanti sponsor di Mario Monti http://t.co/9r2uaqqH”"
"145235099665960962","1","0","0","0","1","“E se gli #italiani non le pagano le #tasse di questa #manovra economica del #governo #Monti ? #politica #pd #pdl”"
"134591331665321984","1","0","1","0","1","“Crisi economica sempre più grave, governo tecnico, incarico probabile a Mario Monti. Editoriali e commenti di oggi. http://t.co/iEjJzDlR”"
"188518321908494336","1","1","0","0","0","“@VStaffelli Fiorello è un veramente grandissimo. dopo il movimento dei forconi, ci sarà il movimento degli stuzzicadenti"". ahahah”"
"391954293428723712","1","0","1","1","0","“ho finito la seconda stagione, POSSO UCCIDERE QUALCUNO #doctorwho”"
"135838283908382720","1","1","1","0","1","“Spero che Mario #Monti faccia gli interessi dell'Italia e degli italiani invece che quelli della BCE spa; brutti presentimenti #doposilvio”"
"193179700347150336","0","0","0","0","1","“TT Twitter Italia 05:30: 1.#cinemaInChiesa 2.#serviziopubblico 3.#Grillo 4.Trota 5.Levon Helm 6.Damon and Elena 7.Prince Of Persia 8.Lega”"
"186790736023388160","1","0","0","0","0","Tweet Not Available"
"196212856289628160","1","1","0","0","1","“perchè mette a nudo l'incapacità dei Partiti tradizionali di guidare l'Italia “@mikelealvarez: Perchè #Grillo piace ai piccoli imprenditori?”"
"187226986345807872","1","1","0","0","0","“@79Pan @sonosoloio74 belin tardi ... Alla prox gelato al pistacchio:-)”"
"134599733418278913","1","0","0","0","1","Tweet Not Available"
"193399701251432449","1","0","1","0","1","“Antipolitica i 5 Stelle? Ridicolo! | Fabio Balocco | Il Fatto Quotidiano http://t.co/fACdh5CZ via @fattoquotidiano #Grillo #M5S”"
"165124060626419713","0","0","0","0","1","“Monotonia. Lettera della Signora Monti a Mario Monti - La Rivista Intelligente http://t.co/tntlTpI2”"
"391819425739194368","0","0","0","0","0","“#Onfray e #Escobar su #Camus e la lezione appresa da #Nietzsche @ponteallegrazie copertina @24Domenica”"
"190530065568772096","1","1","0","0","0","“@zaynmalik ora venite in italia e mi devi seguire perche io tra un po' piango perche io vi voglio conoscere. vi voglio bene scemi ♥♥♥”"
"391928604135010304","0","0","0","0","0","“Carlitos Tevez continua le dediche ai quartieri della sua terra: il gol è per Villa 31"", altro barrio povero alle porte di Buenos Aires”"
"134712715817136128","1","1","0","0","1","“#fatepresto @idvstaff appoggiare governo @monti tassativo per credibilità della classe politica a tutela interessi paese #sositalia”"
"391989937169768448","1","1","0","0","0","Tweet Not Available"
"135496740290838528","1","0","1","0","1","Tweet Not Available"
"165083224509394945","1","0","1","1","1","“Mario #Monti è passato da #monogamia a #monotonia.”"
"165125469761568768","1","0","1","1","1","Tweet Not Available"
"143425881346547713","0","0","0","0","1","“Giarda - 12mld di riduzione spesa +18mld di tasse #governo #monti #italia #manovra”"
"192147561010827264","0","0","0","0","1","“Per #Grillo rubano tutti tranne la Lega, fatta fuori dal solito processo mediatico"". Beppe all'assalto del bacino leghista su Corrieretv”"
"147691638951645185","0","0","0","0","1","“#fiducia #monti Dopo un mese alla guida del governo Mario Monti rischia di perdere 40 voti http://t.co/aDRgTtc1”"
"194864913389322240","0","0","0","0","1","“Il Movimento di #Grillo è solo Pars-Destruens o anche Pars-Construens?Se ne parla ora a @lineatelenova, con @AdriSantacroce.”"
"395448245419524096","1","0","1","0","0","Tweet Not Available"
"144047076647514112","1","1","0","0","1","“Sarò ingenuo ma nutro molta fiducia nel governo #monti e soprattutto in noi italiani e sono convinto che ce la faremo #crisi”"
"136406152727629824","0","0","0","0","1","“«Pochi mesi» o «fino al 2013»? Nel Pd c'è tensione sulla durata del governo Monti. http://t.co/FqPoCdqt”"
"151622593533845504","0","0","0","0","1","“Leggete 'Denunciato Mario Monti per alto tradimento - video' di Redazione Cadoinpiedi.it @Cadoinpiedi http://t.co/GBxlQPsL”"
"191882454229979138","1","1","1","0","1","“#antipolitica.#Grillo su evasione meglio di Berlusconi: perchè pagare tasse se giá cosí la politica mangia tutto?"" Ahiahi.”"
"196749365136719873","0","0","0","0","0","“L'uso della cocaina invecchia il cervello http://t.co/7rYW8HSj”"
"195572926567813120","0","0","0","0","1","“#Bersani dice a #Grillo di non insultare. Va bene comincio io allora.”"
"134664549256269824","1","1","1","0","1","“l'Italia rischia una pesantissima recessione: solo un governo Monti può realizzare la riforme chieste dall'Ue http://t.co/udMd6Duj”"
"146529722313084929","1","0","1","1","1","“Il Parlamento fa a pezzi la #manovra del Governo #Monti. Le agenzie di rating degli hashtag lo declassano da #rimontiamo in #rimontato.”"
"162167532650893312","0","0","0","0","1","“Liberalizzare pure il #carcere? Secondo il governo #Monti si può http://t.co/P3rB1Lx5”"
"162143943742586881","1","0","1","0","1","“E' giunto il primo motivo per me di lamentela contro il governo Monti. Non sta agendo per risolvere questa situazione. Non è accettabile.”"
"160474577787564032","0","0","0","0","1","“Mario Monti massone? L'unica domanda dura"" di Lilli Gruber a Otto e Mezzo http://t.co/Rf6AqTGM #la7”"
"134571797596225536","0","0","0","0","1","“Mario Monti nominato senatore a vita http://t.co/JA76E3P8”"
"144088314377535488","1","0","1","1","1","“Lasciate ogni speranza...""Ma che c'entra la Divina commedia e Benigni con il Presidente Mario Monti?http://t.co/ZrV063UX”"
"189078673784184833","0","0","0","0","0","Tweet Not Available"
"193787148779012097","0","0","0","0","1","“Tra #Grillo e #Alfano si profilerebbe l'offerta di politica nuova? Per ora mi avvalgo della facoltà di non demonizzarli #sapevatelo.”"
"193077888826875906","0","0","0","0","1","Tweet Not Available"
"134541312987906049","1","1","0","0","1","“#noelezioni appoggiate il governo Monti per #nuovaleggeelettorale”"
"391867317195653120","1","0","1","0","0","“Che domenica pallosa..”"
"393450857519673344","1","1","1","0","0","“Cmq se perdiamo facciamo una figura di merda clamorosa eh ahahahahahaahahah”"
"135116198697385984","1","1","0","0","1","“Se agli inizi della prossima settimana non ci sarà più il governo Berlusconi ma il governo Monti lo spread scenderà almeno a 300”"
"191605822965559296","1","0","1","0","1","“Beppe #Grillo in Parlamento no....faccio tutto, accetto tutto....ma quello proprio no!!! #Aiuto!”"
"194398531296043012","1","0","1","0","1","Tweet Not Available"
"189658996850958336","1","0","1","0","0","Tweet Not Available"
"146687186388000768","1","0","1","1","1","“La Repubblica delle sobrietà #manovra economica #mario monti #Mike Bongiorno http://t.co/2nWCyMVO”"
"194725917166288896","0","0","0","0","1","“#Grillo costola della sinistra? http://t.co/l8XqLydn @civati @andreasarubbi @GenCarotenuto @gennaromigliore”"
"134600671621169153","0","0","0","0","1","“Crisi Governo: Monti senatore a vita, si va verso governo tecnico - Politica e Società 2.0 http://t.co/AeJaH0kO via @blogosfere”"
"391904059545772032","1","1","0","0","0","Tweet Not Available"
"144507719460724736","0","0","0","0","1","“Il Governo Monti e una manovra tutta da migliorare: ITALIA dei VALORI Empolese-ValdelsaVia Bartoloni, 2150053 ... http://t.co/JNCGWXvv”"
"134757814949249024","1","1","1","0","1","“Governo #Monti, si parla di Buttiglione al ministero dell'Istruzione e di riconferma di La Russa alla Difesa:Ma siam pazzi?! @Italialand”"
"191791618939031552","1","0","1","0","1","“L'#Italia ha bisogno di una classe #politica senza grilli per la testa. #Grillo #Populismo #Demagogia”"
"165452457063890944","1","1","1","0","1","“Da seguire con CURIOSA MONOTONIA"" Mario Monti in diretta su http://t.co/oc7StukD”"
"393443906165424128","1","0","1","0","0","“Mi prendo sempre troppi impegni, non riesco mai a gestirmi”"
"392007852682121216","1","1","0","0","0","“è arrivano ora che ne avevo un bisogno estremo e mi sta facendo essere felice come mai prima.”"
"396763879105388544","0","0","0","0","0","“http://t.co/3jOyLfoiQp: Invece della spina, ricaricheremo (quasi) tutto dalla porta Usb #Sapevatelo #Tech #StartUp”"
"392004043935318016","1","0","1","0","0","Tweet Not Available"
"146531729325297664","1","1","1","0","1","“gentiloni: l'agenda digitale in Italia non c'è! ero ottimista sul nuovo governo: monti passera profumo barca. invece.. http://t.co/a4vcMWyi”"
"193075151053660160","1","0","0","0","1","Tweet Not Available"
"391789040305176576","1","0","1","0","0","“#Motogp ahia, seconda scivolata del weekend per Marquez. Dai, sta calmo!”"
"392019311608733699","1","0","1","1","0","Tweet Not Available"
"396538320890908672","1","0","1","0","0","“cazzo che mal di testa. sento le pulsazioni del cuore sulle tempie..”"
"391972742700204032","1","1","0","0","0","“Thea by Goldfrapp. L'essenza della migliore domenica possibile.@robuovo @DejaLaNuit http://t.co/4LXxgCXIsv”"
"156344986584096768","1","0","1","1","1","“MARIO MONTI L'ALIENO: GODETEVELO ANCORA PER POCO http://t.co/AkU6DZB4”"
"393366576142897153","0","0","0","0","0","Tweet Not Available"
